Word,Date,Notes Citation,Green Citation,Citation
pike,1597,,Shakespeare Henry IV Pt 2 II iv,"To serve bravely is to come halting off, you know: to come off the breach with his pike bent bravely, and to surgery bravely."
bullet,1597,,Shakespeare Henry IV Pt 2 II iv,"fal.: Do you discharge upon mine hostess. pist.: I will discharge upon her, Sir John, with two bullets. fal.: She is pistol-proof, sir."
weapon,1597,,Shakespeare Henry IV Pt 2 II i,If his weapon be out: he will foin like any devil.
kicky-wicky,1602,,Shakespeare All’s Well That Ends Well II iii,"He wears his honour in a box unseen, That hugs his kicky-wicky here at home, Spending his manly marrow in her arms."
ballocks,1525,,Seynge of Uryns n.p.,[L]et her take the ballockes of a Barowe or of a Boore and dry them well and make powder therof & let her drynke therof with wyne.
impudence,1783,,"Session Papers of the Central Criminal Court July No. VI, Part V 723","Margaret Shehan: ‘He put his impudence...’ ‘What, do you mean his private parts?’ ‘Yes.’."
roger,1681,,Scudamore Homer Alamode Pt 2 53,"’cause I was so slight a Dogger, Methought they took it [i.e. a dildo] for true Roger."
jockum,1754,,Scoundrel’s Dict.,
man Thomas,1680,,School of Venus 108,"To call a man’s Instrument according to its name, a Prick, is it not better than Tarsander, a Mans-Yard, Man Thomas and such like tedious demonstrations."
gristle,1680,,School of Venus 108,"Come my dear Soul, take me by the Prick, and put it into thy Cunt, [...] is much better than to say, take me by the Gristle [...] and put it into thy loves Paradice."
horse,1680,,School of Venus (2004) 42,Great horse Tarses hurt and open a Cunt too wide
pintle,1680,,School of Venus (2004) 3,"If your Ladyship could command as many bodies as you have had Pintles between your legs, you might lead as great an Army as Xerxes."
cods,1680,,School of Venus (2004) 12,The Woman play with him [...] stroaks his Arse and Cods .
flute,1897,"""Letter VI,"" in School Life in Paris (New York: The Erotica Biblion Society of London and New-York, 1899), 103, https://www.horntip.com/html/books_&_MSS/1890s/1897--1899_school_life_in_paris_(HC)/1899_school_life_in_paris.pdf.",School Life in Paris 91,"the boy, whose tights instantly betray the movements of his precociously developed ""flute."""
fiddlestick,1832,,Satirist (London) 8 Jan. 13/2,"Now Malibran is merry, O! / A-bussing of her Beriot; / His fiddlestick / She’s working quick / To the tune of Derry, derry, O!"
bone,1832,,Satirist (London) 8 Jan. 13/2,"[T]he smoke arising from burnt bones and hoofs, or any kind of horn, operates effectually in preventing the spread of contagious disease,."
drummer,1831,,Satirist (London) 31 July 134/1,"[T]he song commencing ‘When the merry drummer beats to bed, / Then the little fifer hangs his head, / Still and mute—’ we cannot precisely understand."
inch,1832,,Satirist (London) 3 June 181/3,"The Earl replied, ‘You have taken an I [i.e ‘ell’, 18 inches] too much, my dear.’ ‘And yet,’ added Maria, ‘I have not received an inch too much..‘ [...] the Earl coughed [...] and neither rose nor spoke again the whole evening."
battering piece,1832,"“Conclusion of the Military Fete at Windsor,” Satirist; or, the Censor of the Times, August 26, 1832, https://www.britishnewspaperarchive.co.uk/viewer/BL/0002415/18320826/050/0006.",Satirist (London) 26 Aug. 278/4,"General Nugent arrived at the seat of war, and brought his battering-ram to bear upon the walls; but it was the Duchess’s bomb that did the business."
toy,1831,,Satirist (London) 24 July 127/3,"The Plaything, by the Countess of Warwick.—The size of the ‘plaything,’ in our opinion, is rather too large [...] A young girl is seen in the background, learning Ware’s song, ‘Tell me, have you seen a toy?’."
ladies' plaything,1831,,Satirist (London) 24 July 127/3,"The Plaything, by the Countess of Warwick.—The size of the ‘plaything,’ in our opinion, is rather too large: otherwise, it is an angelic production. A young girl is seen in the background, learning Ware’s song, ‘Tell me, have you seen a toy?’."
pole,1831,,Satirist (London) 23 Oct. 227/2,"Mrs. Long Wellesley.—Stir it up with a long pole, a moving tail. Illustration—A lady erecting a pole for May sports. Dedication—To him I long for."
cockloft,1832,,Satirist (London) 21 Oct. 341/4,it was soon discovered' that the maids’ kitchen and the tailors’ cock-loft were upon vsiiting terms.
stroke,1832,,Satirist (London) 2 Sept. 285/4,"The Duchess [...] gave the celebrated drummer of the Cheltenham band, two sovereigns, in token of her admiration of his unrivalled skill on that instrument. Her Grace was particularly taken with the length of his drumstick : which, she observed no doubt was the reason of his being able to give his strokes with such [...] effect!"
drumstick,1832,,Satirist (London) 2 Sept. 285/4,"The Duchess [...] gave the celebrated drummer of the Cheltenham band, two sovereigns, in token of her admiration of his unrivalled skill on that instrument. Her Grace was particularly taken with the length of his drumstick : which, she observed no doubt was the reason of his being able to give his strokes with such [...] effect!"
trigger,1832,,Satirist (London) 16 Sept. 301/4,"O, John, thou art my chosen trigger-man! / [...] / Go Peter, go, thou’rt past thy vigour, man. / I might as well embrace a nigger-man."
lollipop,1849,,Sam Sly 6 Jan. 2/1,"It is not true that Mrs. C— p—s, of Old G—l-lane, is remarkably fond of the lollypop man."
root,1849,,Sam Sly 3 Mar. 2/1,Sam saw you the other night teaching Miss E—a L—t the use of the cube root; leave off those ways.
sausage,1849,,Sam Sly 14 Apr. 1/1,"S—r—h P—e, the servant-girl, and lover of saveloys, of Jubilee-street, to keep her secrets more to herself, as Sam knows all about the new dress that her master gave her, in the kitchen, on the sly."
cock,1849,,Sam Sly 10 Mar. 3/1,"Mr. W—k—s, the watchmaker, to take his daughter to the auction rooms, Commercial-road, as she is sadly in want of a man, poor thing-. How about the glass cock, Annie?"
cod-piece,1634,,S. Rowley Noble Souldier III i,They say there’s a fire in a Whore-masters Cod-peece.
stump,1633,,S. Marmion Fine Companion III v,"She said I was an old dry stumpe, that had not the least drop of moisture in me."
meat,1595,,S. Gosson Quippes for Upstart Newfangled Gentlewomen in Hazlitt Early Popular Poetry (1866) IV 259,"That you should coutch your meat in dish, And others feel it is no fish."
tool,1553,,S. Gardiner De Vera Obedientia A7,These hungrye whore hunters [i.e. Catholic priests] spare neyther pye wenche nor beggar by the waye but w‘ their fyerie sowderynge tooles they seale them to the surgeons hands.
balls,1714,,S. Centlivre Wonder! II i,"violante: Ha! Exceedingly merry! Had you treats and balls? lissardo: Oh! Yes, yes, Madam, several!"
club,1664,,S. Butler Hudibras Pt II canto 1 line 355,"Love’s power [...] Seiz’d on his Club, and made it dwindle T’a feeble Distaff."
bauble,1672,,S. Butler ‘Dildoides’ in Rochester & Others Works (1739) 187,"Men would kind Husbands seem, and able, / With feign’d lust, and borrow’d Bawble."
engine,1672,,S. Butler ‘Dildoides’ in Rochester & Others Works (1739) 185,"Which of us able to prevent is His girl from lying with his ’Prentice, / Unless we other means provide / For Nature to be satisfy’d? / And what more proper than this Engine."
pintle,1582,,S. Batman Batman vppon Bartholome his booke 61,"Among the genitalls, one is called the pintle, [...] either because it is one∣lye mans member: or els for that it is a shamefast member, of Verecundo, or els for Virus Sperme commeth out thereof"
maypole,1621,,"Rowley, Dekker & Ford Witch of Edmonton IV i",Else all our Wives will do nothing else but dance about their Country May-poles.
wand,1625,,Rowley Woman never Vext 9,"The pricks, take heed of the wands, you Cannot have the pricks without the wands."
sword,1625,,Rowley Woman never Vext 9,"You give away the sword, and must defend Your selfe with the scabbard."
poperin pear,1625,,Rowley Woman never Vext 38,"I requested him to pull me A Catherine Peare, and had not I lookt to him He would have mistooke and given me a Popperin."
awl,1638,,"Rowley Shoo-Maker, A Gentleman Act IV","I’faith, is your Aul so free for smockeleather?"
shaft,1633,,Rowley Match at Midnight II i,"moll: What a suiter have I got, I am sorry you are so bad an Archer sir. eare.: Why Bird, why Bird? moll.: Why, to shoote at Buts, when you shou’d use prick-shafts, short shooting will loose ye the game."
thing,1622,,Rowley & Shakespeare Birth of Merlin (1662) III i,"Oh beast, wast thou got a childe with a short thing too?"
sword,1622,,Rowley & Shakespeare Birth of Merlin (1662) II i,"He has a fair Sword, but his Hangers are faln."
hanger,1622,,Rowley & Shakespeare Birth of Merlin (1662) II i,"He has a fair Sword, but his Hangers are faln."
jockum,1610,,Rowlands Martin Mark-all 39,Iockman a mans yard.
touch-box,1600,,Rowlands Letting of Humours Blood 15,"When she his Flaske and Touch-boxe set on fyer, And till this hower the burning is not out."
knitting needle,1607,,Rowlands Humours Ordinarie G2,"Tush, Cloth-breech doth deride him with a laugh, And lets him see Bone-paster; thats his staffe: Then tells him brother, friend, or so forth, heare ye T’is not your knitting-needle makes me feare ye."
pissing place,1607,,Rowlands Humours Ordinarie F3,"His Spectacles doe in copper case, Hang dangling neere about his pissing place."
cock,1867,,Rosa Fielding 9,"He unfastened his trousers and brought to view his cock, and a very good, useful, stiff-standing, domestic piece of machinery it was."
yard,1867,,Rosa Fielding 81,"Perhaps [...] her mossy sanctum had been less worshipped, and she felt the want of a few inches, or yards — as the case may be — of wholesome cock."
knob,1867,,Rosa Fielding 73,I felt no pain until the hot plum-shaped knob came against my virgin barrier.
tool,1867,,Rosa Fielding 68,"[H]er guardian had only been doing his duty in displaying his jolly tool, and attempting to roger her."
charger,1867,,Rosa Fielding 17,"[G]getting his charger well in hand, he put his head straight for the gap."
limb,1673,,Rochester in Works (1999) 86,"‘A Satyr on Charles II’ Imploying Hands, Armes, Fingers, Mouth and thighs, / To raise the Limb which shee each Night enjoyes."
pen,1680,,Rochester in Works (1999) 37,"‘On Mrs. Willis’ I’ll write upon a double clout, / And dip my pen in flowers."
yard,1684,,Rochester (attrib.) Sodom V i,"Produce, sweet sir, your lovely yard, I’ll vow, I would pawn honour to make trial now."
thing,1684,,Rochester (attrib.) Sodom III iii,"Come ’t is a harmless thing, draw near and try / You will desire no other Death to dye."
lance,1684,,Rochester (attrib.) Sodom III ii,"cuntagratia: The generall! I long to see his Pricke. They say he fucks all women in a trance. fuckadilla: Madam, youl say so when you see his lance."
ranger,1684,,Rochester (attrib.) Sodom III i,"Great Bolloxinian, no. / Your shanker Ranger & your great Bubo / Swell to your heart, your nodes and vicers stink, / All all are past one Cure or dyet drink."
frigger,1684,,Rochester (attrib.) Sodom III i,"Great Bolloxinians frigger beats allarmes, / By unctious poyson in her Cunt infus’d."
sceptre,1684,,Rochester (attrib.) Sodom I i,My Pintle onely shall my scepter bee.
sceptre,1684,,Rochester (attrib.) Sodom I i,My Pintle onely shall my scepter bee.
tail,1671,,Rochester (1680) ‘Lampoone’ in Works (1999) 42,"Is it just? that with death cruell Love should conspire, / And our Tayles be burnt by our hearts taking fire?"
cods,1665,,Rochester ‘To a Lady in a Letter’ in Works (1999) 25,How empty [....] / The heads of your Admirers are / See that their Codds be full.
pintle,1674,,Rochester ‘Timon’ in Works (1999) 259,"A Song to Phyllis I perhaps might make, / But never Rhym’d but for my Pintle’s sake."
"boy, the",1674,,Rochester ‘The Argument’ in Poems on Sev. Occasions (1685) 34,"How Tall-Boy, Kill-Prick, Suck-Prick did contend For Bridegroom Dildo [...] Gigantick Tall-Boy, famed in the West [...] Tall-Boy with one Hand held Jove’s Prize"
ballocks,1673,,Rochester ‘Seigneur Dildo’ in Works (1999) 251,The good Lady Sandys burst into laughter / To see how the Ballocks came wobbling after.
rector of the females,1674,,Rochester ‘Satyr’ n.p.,"Then pulling out the Rector of the Females, / Nine times he bath’d him, in their piping hot Tails."
bone,1680,,Rochester ‘Rhyme to Lisbon’ in Vieth Complete Poems (1968) 20,"A health to Kate! [...] But the Devil take Hyde, / And the bishop beside / Who made her bone his bone."
sting,1665,,Rochester ‘Platonic Lady’ in Works (1999) 35,Just like the bee whose sting is gone / [Intercourse] converts the owner to a drone.
member,1673,,Rochester ‘A Satyr on Charles II’ in Works (1999) 86,"While she employs Hands, Fingers, Mouth, and Thighs, / Ere she can raise the Member she enjoys."
